split,image_name,image_path,mask_path,has_mask,is_valid_pair,height,width,mask_height,mask_width,num_unique_labels,labels_present,ignore_ratio,dominant_label,dominant_label_name,brightness_mean,brightness_std,dark_ratio,bright_ratio,saturation_mean,edge_strength,r_mean,g_mean,b_mean
train,0004a4c0-d4dff0ad.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0004a4c0-d4dff0ad.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0004a4c0-d4dff0ad_train_id.png,True,True,720,1280,720,1280,11,"0,2,4,5,6,7,8,10,11,13,255",0.33759006076388887,13,car,0.3672335147857666,0.24533452093601227,0.28819661458333334,0.08091796875,0.1223825067281723,0.027263309806585312,0.3641049265861511,0.3683118224143982,0.37446776032447815
train,00054602-3bf57337.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00054602-3bf57337.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00054602-3bf57337_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,5,7,8,9,10,13,255",0.12190863715277778,1,sidewalk,0.3906335234642029,0.24000738561153412,0.2784841579861111,0.09544704861111111,0.12130239605903625,0.021372802555561066,0.36259010434150696,0.3997883200645447,0.4203011989593506
train,00067cfb-e535423e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00067cfb-e535423e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00067cfb-e535423e_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,5,6,7,8,10,11,13,15,255",0.14550130208333334,2,building,0.3077388405799866,0.22863653302192688,0.4066384548611111,0.04746744791666667,0.11838427186012268,0.02600501850247383,0.26787373423576355,0.3169459402561188,0.3711135983467102
train,00091078-59817bb0.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00091078-59817bb0.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00091078-59817bb0_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,5,6,7,10,13,14,15,255",0.04137478298611111,15,bus,0.2942257225513458,0.21230223774909973,0.41284071180555554,0.05228081597222222,0.07463844120502472,0.013395426794886589,0.2877602279186249,0.2916693091392517,0.3310876190662384
train,0010bf16-a457685b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0010bf16-a457685b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0010bf16-a457685b_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,5,6,7,8,10,13,15,255",0.29111219618055556,2,building,0.4201718866825104,0.26295384764671326,0.25830946180555553,0.12294379340277778,0.04495473578572273,0.021181665360927582,0.4316693842411041,0.41572636365890503,0.41576048731803894
train,001b428f-059bac33.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/001b428f-059bac33.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/001b428f-059bac33_train_id.png,True,True,720,1280,720,1280,10,"0,2,3,5,7,8,9,10,13,255",0.09375868055555556,10,sky,0.4476394057273865,0.284720778465271,0.3485275607638889,0.15217881944444445,0.10117094963788986,0.007958153262734413,0.39640042185783386,0.46615222096443176,0.49120819568634033
train,001c2a14-c7138401.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/001c2a14-c7138401.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/001c2a14-c7138401_train_id.png,True,True,720,1280,720,1280,4,"4,8,10,255",0.174501953125,4,fence,0.23715898394584656,0.2444853037595749,0.6425173611111111,0.06075954861111111,0.05285051092505455,0.02513822168111801,0.213505819439888,0.24868154525756836,0.24393334984779358
train,0024b742-acbefa1a.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0024b742-acbefa1a.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0024b742-acbefa1a_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,4,5,6,7,8,10,13,255",0.0523828125,10,sky,0.4665524959564209,0.3010674715042114,0.28188151041666665,0.2509993489583333,0.042507968842983246,0.018173012882471085,0.462228924036026,0.46996426582336426,0.4631202518939972
train,0027eed2-09c90000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0027eed2-09c90000.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0027eed2-09c90000_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,5,7,8,10,11,13,255",0.08387803819444445,2,building,0.4370509088039398,0.21617846190929413,0.12864908854166668,0.05441297743055556,0.04846545308828354,0.013353550806641579,0.4517301917076111,0.4323738217353821,0.4244473874568939
train,0027eed2-09c90001.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0027eed2-09c90001.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0027eed2-09c90001_train_id.png,True,True,720,1280,720,1280,9,"0,1,2,5,8,10,13,14,255",0.0892751736111111,2,building,0.4586813747882843,0.2531445324420929,0.165419921875,0.14430013020833332,0.05783867463469505,0.011887837201356888,0.46550944447517395,0.45923832058906555,0.4396775960922241
